SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explain The Work ,Cleaned Properly,Concern,Overall Evaluation
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,9,7,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,8,8,10,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,10
9,9,9,9,9,9,9,No,10
10,10,7,10,10,10,8,Yes,8
9,9,9,8,10,9,10,No,10
10,10,10,8,9,10,9,No,8
9,9,9,10,10,8,10,No,9
10,10,8,9,9,9,9,No,10
7,7,10,10,10,10,10,No,10
10,10,9,9,9,9,9,No,9
8,8,10,10,10,10,9,No,10
10,10,10,7,8,10,10,No,10
10,10,10,10,8,10,8,No,9
9,9,9,10,10,10,9,No,10
10,10,10,10,9,10,9,No,8
10,10,10,9,9,10,9,No,9
10,10,10,8,8,10,10,No,10
10,10,10,10,9,10,9,No,9
10,10,9,10,10,10,10,No,8
10,10,9,10,10,9,10,Yes,9
9,9,9,10,10,10,10,No,10
10,10,10,10,10,10,7,Yes,10
10,10,10,10,10,10,10,Yes,8
10,10,10,10,10,10,8,No,10
10,10,10,10,10,10,10,No,8
10,10,10,10,10,8,10,No,10
10,10,8,10,10,10,10,No,10
10,10,9,10,10,10,10,No,9
10,10,10,10,10,10,8,Yes,10
10,10,10,8,10,10,10,No,10
10,10,9,10,10,10,10,No,9
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,No,9
10,10,10,10,9,10,10,No,10
10,10,10,10,10,10,10,No,9
10,10,10,10,10,10,10,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
8,8,9,8,8,8,8,Yes,9
8,8,8,9,9,8,9,No,9
10,10,8,8,8,8,8,No,8
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
9,10,10,10,10,10,10,No,10
9,10,10,10,10,10,10,No,10
10,10,10,10,10,9,10,No,10
10,10,10,9,10,10,10,No,10
9,9,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,8
10,10,9,10,10,10,10,No,9
10,10,10,8,10,10,10,No,10
10,10,10,8,10,10,10,No,10
10,10,10,8,10,10,10,No,10
10,10,10,10,10,10,10,Yes,8
10,10,10,8,10,10,10,Yes,10
8,10,10,10,10,9,10,Yes,10
9,9,9,10,10,10,10,No,10
9,9,9,10,10,9,10,No,10
9,9,9,9,9,9,9,Yes,9
10,10,8,10,10,8,10,No,9
8,8,10,10,10,8,10,No,10
10,10,10,6,10,10,10,Yes,8
10,10,10,4,10,10,10,No,10
9,9,9,8,10,8,10,No,10
9,9,9,9,9,9,9,No,10
10,10,10,8,5,10,10,Yes,10
8,8,9,9,10,10,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
10,10,10,10,8,8,7,Yes,9
10,10,10,10,9,5,9,No,9
10,5,10,10,10,10,10,Yes,7
10,10,10,7,10,7,10,No,8
10,10,10,10,8,8,8,No,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,10,8,9,10,Yes,8
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
8,8,9,7,10,10,9,No,10
8,8,9,9,9,8,10,No,10
10,10,10,10,1,10,10,No,10
8,8,8,10,10,10,8,No,8
8,8,8,10,8,10,9,No,9
10,10,10,0,10,10,10,Yes,10
8,9,8,9,9,8,9,No,9
8,8,8,9,9,8,10,No,9
8,10,10,8,8,8,8,No,9
9,9,9,8,8,9,8,No,9
9,9,9,8,8,9,9,No,8
10,8,8,5,8,10,10,Yes,10
10,10,7,10,7,7,10,Yes,8
9,9,9,10,7,8,10,Yes,7
7,7,10,10,7,7,10,No,10
8,8,9,8,9,8,10,No,8
8,8,8,7,9,8,10,No,10
10,10,9,10,10,10,0,Yes,9
9,9,8,7,9,8,10,Yes,8
8,8,8,10,8,10,8,No,8
7,7,8,9,8,8,10,No,10
9,9,9,8,7,8,9,No,8
9,9,8,6,8,8,10,Yes,9
8,8,8,7,8,9,10,No,8
8,8,10,10,10,0,10,Yes,10
8,8,10,8,8,8,8,Yes,8
10,10,10,8,8,5,8,Yes,7
8,8,0,10,10,10,10,Yes,10
8,8,8,10,7,8,8,No,8
8,8,8,8,7,8,9,No,9
8,9,8,8,8,8,8,Yes,8
10,10,8,9,3,8,9,Yes,8
7,7,6,9,9,10,8,Yes,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,Yes,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
9,9,8,8,7,7,8,No,8
9,9,6,8,8,8,8,Yes,8
7,7,7,8,9,10,8,No,7
8,8,8,8,8,8,8,No,7
9,9,8,7,9,7,5,Yes,9
7,7,8,8,8,8,8,Yes,8
8,10,8,10,8,8,2,Yes,8
8,8,10,8,8,5,7,No,8
8,8,8,8,8,7,7,Yes,8
6,5,8,8,8,8,8,No,10
8,8,7,7,7,8,8,Yes,8
8,8,8,8,7,8,8,Yes,6
8,8,5,10,10,5,8,Yes,7
8,8,8,5,8,7,8,No,9
8,8,8,10,0,9,9,Yes,9
10,10,8,0,10,10,5,Yes,8
7,8,8,6,8,8,7,Yes,8
8,8,8,5,7,8,8,Yes,8
8,8,8,8,4,8,8,Yes,8
10,10,10,0,5,10,10,Yes,5
10,10,10,0,0,10,10,Yes,10
10,10,7,5,5,8,7,Yes,7
5,5,5,10,10,5,10,Yes,8
8,8,8,7,6,7,8,No,6
10,10,10,0,5,8,8,Yes,7
7,7,7,7,7,8,7,Yes,7
8,8,7,6,7,6,8,Yes,7
8,8,4,8,8,8,6,No,7
10,10,10,10,0,10,0,Yes,7
8,8,3,10,10,0,9,Yes,8
7,7,7,7,7,7,6,Yes,7
8,8,9,3,0,10,10,Yes,7
8,8,5,8,10,5,5,No,6
8,7,7,0,8,8,8,Yes,6
10,10,10,1,3,10,3,Yes,5
5,5,5,10,10,0,10,Yes,5
10,10,10,0,10,0,10,Yes,0
7,7,10,10,0,0,10,Yes,5
9,8,2,4,2,9,7,No,8
9,8,2,4,2,9,7,No,8
5,5,6,7,7,5,8,Yes,5
8,8,8,8,8,8,8,No,8
5,5,5,6,6,5,6,Yes,8
7,7,5,0,8,5,6,Yes,6
5,5,3,8,6,5,6,Yes,5
5,5,5,5,5,5,8,Yes,5
10,10,2,8,5,3,3,Yes,2
5,5,5,5,5,5,5,Yes,5
8,7,4,4,4,4,4,Yes,4
5,6,1,8,3,2,5,Yes,7
5,5,7,0,6,0,6,Yes,8
7,5,3,5,4,5,5,Yes,3
5,5,5,2,5,2,8,Yes,5
4,4,4,4,4,4,4,Yes,4
3,3,3,3,3,3,3,Yes,3
4,3,4,0,4,4,0,Yes,3
2,2,3,2,1,4,0,Yes,4
5,5,5,0,0,3,0,Yes,0
0,0,0,0,0,0,0,Yes,0
0,0,0,0,0,0,0,Yes,0
0,0,0,0,0,0,0,Yes,0
2,2,0,0,1,1,2,Yes,0
4,4,0,1,0,0,0,Yes,0
2,2,3,5,2,3,3,Yes,4
5,5,2,1,3,3,4,Yes,3
1,1,2,3,4,5,6,Yes,7
5,5,3,3,5,6,0,Yes,3
0,0,8,10,10,0,0,Yes,3
5,6,8,8,2,5,0,Yes,5
10,10,10,10,0,0,0,Yes,0
6,6,5,5,5,4,5,Yes,5
4,4,4,8,8,8,6,Yes,5
6,6,5,7,8,2,5,Yes,8
10,5,7,10,10,0,0,Yes,5
6,6,6,6,6,6,6,Yes,6
7,7,7,5,3,7,5,Yes,7
10,10,6,5,5,7,0,Yes,7
10,10,5,8,0,8,10,Yes,0
5,5,10,10,1,6,5,Yes,10
9,9,9,3,5,2,7,No,8
7,7,8,5,5,7,7,Yes,7
7,7,7,9,6,0,10,Yes,7
5,5,5,10,10,5,7,Yes,7
10,10,5,2,5,6,10,Yes,8
7,7,8,6,7,7,8,Yes,7
7,7,7,8,7,7,7,No,7
8,8,7,9,8,7,0,Yes,10
8,8,8,0,8,8,9,Yes,8
6,6,8,8,8,8,6,No,8
7,7,9,6,8,7,7,Yes,8
8,8,9,8,8,9,0,Yes,9
8,8,8,7,8,3,10,No,7
10,7,7,7,7,7,7,Yes,7
7,7,7,7,9,9,7,No,7
8,8,8,4,7,8,9,Yes,8
8,8,8,5,8,8,8,No,8
8,8,9,8,7,7,8,No,7
8,8,8,7,7,8,8,No,8
8,8,8,7,8,8,8,No,8
10,10,10,6,3,8,8,No,8
8,8,10,7,7,8,7,No,9
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,10,9,5,8,9,Yes,7
8,8,8,8,8,8,8,No,8
8,8,8,8,8,8,8,No,8
8,8,7,7,9,9,8,No,8
8,8,8,8,8,8,8,No,8
9,9,8,6,8,8,8,No,8
8,8,8,8,8,8,8,No,9
8,8,8,8,9,8,8,No,8
9,9,9,5,7,9,9,Yes,8
9,9,8,5,8,8,9,Yes,9
8,8,8,10,10,6,8,No,8
8,8,9,6,9,9,9,Yes,8
10,10,10,0,10,8,8,Yes,10
8,8,10,5,9,9,10,Yes,8
8,8,6,10,10,8,8,No,9
8,8,9,8,8,9,8,No,9
9,9,8,8,9,9,8,No,7
9,9,7,9,9,9,7,No,8
10,10,10,7,7,10,8,Yes,5
8,8,8,9,9,9,8,No,9
10,10,8,8,8,8,8,No,8
10,10,8,8,8,8,8,No,8
10,10,10,10,10,10,0,Yes,8
10,10,10,10,8,10,10,Yes,0
10,10,8,8,9,8,8,Yes,7
8,8,8,9,8,8,10,No,10
9,9,8,8,8,9,9,No,9
9,9,9,9,8,8,8,Yes,9
9,9,9,7,9,9,9,No,8
10,10,8,9,8,8,7,No,9
6,6,10,10,10,10,10,No,8
8,8,9,9,9,9,9,No,9
8,8,8,10,10,8,8,No,10
8,8,9,7,9,10,10,Yes,9
9,9,8,9,8,10,9,Yes,8
10,10,10,10,10,10,0,Yes,10
10,10,10,10,10,10,0,No,10
8,8,10,10,10,9,8,Yes,8
8,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,8
9,9,9,9,8,9,9,No,9
9,9,9,9,9,9,9,Yes,8
7,10,10,10,8,9,9,No,9
8,8,10,10,10,9,8,Yes,9
8,8,8,10,10,8,10,No,10
8,8,10,9,10,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,8,9,10,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,8,9,9,No,10
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,8,10,9,10,8,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,Yes,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
9,9,9,9,9,9,9,No,9
10,10,10,8,8,8,8,No,10
10,10,10,8,9,9,8,No,8
10,10,10,8,9,9,8,No,8
9,9,10,9,9,8,9,No,10
9,9,9,10,9,9,9,No,9
9,9,9,9,9,9,9,No,10
10,9,9,9,9,9,9,No,9
7,7,10,10,10,10,10,No,10
8,8,10,10,10,8,10,No,10
10,10,9,8,9,10,9,Yes,9
8,8,9,10,10,10,10,No,10
8,8,9,10,10,10,10,Yes,10
10,10,10,9,9,9,9,No,9
10,10,8,10,8,10,9,No,10
10,10,5,10,10,10,10,Yes,8
10,10,10,9,9,9,9,No,9
10,10,5,10,10,10,10,No,10
10,10,9,9,9,9,9,No,10
8,8,10,10,10,10,10,No,10
10,10,10,8,10,10,10,No,8
10,10,10,8,8,10,10,No,10
10,10,10,9,9,9,9,No,10
10,10,10,10,10,9,9,No,8
10,10,10,8,10,10,10,No,9
10,10,10,10,10,10,10,No,7
10,10,8,10,10,10,10,Yes,10
10,10,8,10,10,10,10,No,10
10,10,9,10,10,10,9,No,10
10,10,10,10,10,9,9,No,10
10,10,10,8,10,10,10,Yes,10
10,10,10,8,10,10,10,No,10
10,10,10,9,10,10,10,Yes,10
10,10,9,10,10,10,10,No,10
10,10,9,10,10,10,10,No,10
10,10,10,10,10,10,9,No,10
10,10,10,10,10,10,9,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
10,10,10,10,10,10,10,No,10
0,0,0,0,0,0,0,Yes,0
7,7,8,3,3,0,0,Yes,5
3,3,3,8,9,3,3,Yes,5
6,6,10,0,10,0,0,Yes,5
0,0,0,5,5,10,10,Yes,8
5,5,5,5,5,5,5,Yes,5
4,4,5,7,8,8,2,Yes,7
5,5,5,6,6,6,6,No,6
10,10,0,0,1,10,10,Yes,5
3,4,7,5,8,4,8,Yes,8
5,5,10,3,7,6,5,Yes,6
6,6,3,9,1,8,10,No,4
8,8,6,7,5,3,5,Yes,5
5,5,6,4,6,8,6,Yes,8
6,6,8,8,8,5,0,Yes,7
9,9,5,7,3,3,6,Yes,6
10,10,8,2,4,5,4,Yes,6
10,10,10,0,0,10,10,Yes,0
5,5,5,8,8,5,6,Yes,10
8,8,8,3,3,7,8,Yes,8
6,6,6,5,8,8,8,Yes,7
6,6,6,0,10,6,10,Yes,10
7,7,8,3,8,7,8,Yes,6
8,8,5,6,6,5,8,No,8
8,8,8,7,5,6,8,Yes,5
10,10,10,0,0,10,10,Yes,5
5,5,8,10,10,10,0,Yes,8
6,6,8,5,8,8,7,Yes,8
8,8,6,8,8,10,0,Yes,8
8,8,7,5,7,7,7,Yes,7
8,10,8,6,6,7,4,Yes,8
10,10,8,8,5,0,8,Yes,8
10,10,10,0,5,10,5,Yes,7
9,9,9,9,9,9,9,No,9
9,9,5,8,8,7,6,Yes,7
8,8,10,8,6,4,8,Yes,8
8,8,7,8,6,9,7,Yes,7
8,8,8,6,7,8,8,Yes,7
8,8,8,4,8,8,8,Yes,8
8,8,7,8,6,8,7,No,8
8,8,8,4,8,8,9,Yes,7
10,10,10,8,5,5,5,Yes,7
7,7,8,10,5,8,10,Yes,6
